nu_ano_censo;no_regiao;co_regiao;no_uf;sg_uf;co_uf;no_municipio;co_municipio;in_capital;tp_dimensao;tp_organizacao_academica;tp_categoria_administrativa;tp_rede;co_ies;no_curso;co_curso;no_cine_rotulo;co_cine_rotulo;co_cine_area_geral;no_cine_area_geral;co_cine_area_especifica;no_cine_area_especifica;co_cine_area_detalhada;no_cine_area_detalhada;tp_grau_academico;in_gratuito;tp_modalidade_ensino;tp_nivel_academico;qt_curso;qt_vg_total;qt_vg_total_diurno;qt_vg_total_noturno;qt_vg_total_ead;qt_vg_nova;qt_vg_proc_seletivo;qt_vg_remanesc;qt_vg_prog_especial;qt_inscrito_total;qt_inscrito_total_diurno;qt_inscrito_total_noturno;qt_inscrito_total_ead;qt_insc_vg_nova;qt_insc_proc_seletivo;qt_insc_vg_remanesc;qt_insc_vg_prog_especial;qt_ing;qt_ing_fem;qt_ing_masc;qt_ing_diurno;qt_ing_noturno;qt_ing_vg_nova;qt_ing_vestibular;qt_ing_enem;qt_ing_avaliacao_seriada;qt_ing_selecao_simplifica;qt_ing_egr;qt_ing_outro_tipo_selecao;qt_ing_proc_seletivo;qt_ing_vg_remanesc;qt_ing_vg_prog_especial;qt_ing_outra_forma;qt_ing_0_17;qt_ing_18_24;qt_ing_25_29;qt_ing_30_34;qt_ing_35_39;qt_ing_40_49;qt_ing_50_59;qt_ing_60_mais;qt_ing_branca;qt_ing_preta;qt_ing_parda;qt_ing_amarela;qt_ing_indigena;qt_ing_cornd;qt_mat;qt_mat_fem;qt_mat_masc;qt_mat_diurno;qt_mat_noturno;qt_mat_0_17;qt_mat_18_24;qt_mat_25_29;qt_mat_30_34;qt_mat_35_39;qt_mat_40_49;qt_mat_50_59;qt_mat_60_mais;qt_mat_branca;qt_mat_preta;qt_mat_parda;qt_mat_amarela;qt_mat_indigena;qt_mat_cornd;qt_conc;qt_conc_fem;qt_conc_masc;qt_conc_diurno;qt_conc_noturno;qt_conc_0_17;qt_conc_18_24;qt_conc_25_29;qt_conc_30_34;qt_conc_35_39;qt_conc_40_49;qt_conc_50_59;qt_conc_60_mais;qt_conc_branca;qt_conc_preta;qt_conc_parda;qt_conc_amarela;qt_conc_indigena;qt_conc_cornd;qt_ing_nacbras;qt_ing_nacestrang;qt_mat_nacbras;qt_mat_nacestrang;qt_conc_nacbras;qt_conc_nacestrang;qt_aluno_deficiente;qt_ing_deficiente;qt_mat_deficiente;qt_conc_deficiente;qt_ing_financ;qt_ing_financ_reemb;qt_ing_fies;qt_ing_rpfies;qt_ing_financ_reemb_outros;qt_ing_financ_nreemb;qt_ing_prounii;qt_ing_prounip;qt_ing_nrpfies;qt_ing_financ_nreemb_outros;qt_mat_financ;qt_mat_financ_reemb;qt_mat_fies;qt_mat_rpfies;qt_mat_financ_reemb_outros;qt_mat_financ_nreemb;qt_mat_prounii;qt_mat_prounip;qt_mat_nrpfies;qt_mat_financ_nreemb_outros;qt_conc_financ;qt_conc_financ_reemb;qt_conc_fies;qt_conc_rpfies;qt_conc_financ_reemb_outros;qt_conc_financ_nreemb;qt_conc_prounii;qt_conc_prounip;qt_conc_nrpfies;qt_conc_financ_nreemb_outros;qt_ing_reserva_vaga;qt_ing_rvredepublica;qt_ing_rvetnico;qt_ing_rvpdef;qt_ing_rvsocial_rf;qt_ing_rvoutros;qt_mat_reserva_vaga;qt_mat_rvredepublica;qt_mat_rvetnico;qt_mat_rvpdef;qt_mat_rvsocial_rf;qt_mat_rvoutros;qt_conc_reserva_vaga;qt_conc_rvredepublica;qt_conc_rvetnico;qt_conc_rvpdef;qt_conc_rvsocial_rf;qt_conc_rvoutros;qt_sit_trancada;qt_sit_desvinculado;qt_sit_transferido;qt_sit_falecido;qt_ing_procescpublica;qt_ing_procescprivada;qt_ing_procnaoinformada;qt_mat_procescpublica;qt_mat_procescprivada;qt_mat_procnaoinformada;qt_conc_procescpublica;qt_conc_procescprivada;qt_conc_procnaoinformada;qt_parfor;qt_ing_parfor;qt_mat_parfor;qt_conc_parfor;qt_apoio_social;qt_ing_apoio_social;qt_mat_apoio_social;qt_conc_apoio_social;qt_ativ_extracurricular;qt_ing_ativ_extracurricular;qt_mat_ativ_extracurricular;qt_conc_ativ_extracurricular;qt_mob_academica;qt_ing_mob_academica;qt_mat_mob_academica;qt_conc_mob_academica;enade_faixa;cpc_faixa
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;quimica;14511;quimica_formacao_de_professor;"""0114q01""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;160;60;100;0;120;0;40;0;790;229;561;0;784;0;6;0;114;59;55;40;74;113;0;113;0;0;0;0;0;1;0;0;4;77;14;7;4;7;1;0;49;12;52;0;0;1;440;235;205;163;277;4;260;91;29;20;23;13;0;141;57;231;5;0;6;17;11;6;8;9;0;10;4;1;0;2;0;0;4;1;11;1;0;0;114;0;440;0;17;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;0;2;5;18;11;9;0;7;9;0;0;0;0;0;0;3;111;0;0;16;98;0;42;398;0;9;8;0;0;0;0;0;20;0;19;0;32;0;32;2;0;0;0;0;3;3
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;sistema_de_informacao;118420;sistemas_de_informacao;"""0615s02""";6;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);61;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);615;gestao_e_desenvolvimento_de_sistemas_de_informacao;bacharelado;1;1;1;1;100;100;0;0;80;0;20;0;1072;1072;0;0;1055;0;17;0;88;16;72;88;0;77;0;77;0;0;0;0;0;9;0;2;0;66;13;4;3;1;1;0;31;13;41;2;0;1;413;74;339;413;0;0;269;97;21;16;7;2;1;170;36;185;5;1;16;13;2;11;13;0;0;5;6;2;0;0;0;0;7;1;5;0;0;0;88;0;413;0;13;0;13;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;2;1;7;5;4;0;3;2;0;0;0;0;0;0;10;86;0;0;8;80;0;15;398;0;0;13;0;0;0;0;0;6;0;6;0;4;0;4;0;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;zootecnia;14508;zootecnia;"""0811z01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;81;agricultura;811;producao_agricola,_agropecuaria_e_zootecnia;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;889;889;0;0;886;0;3;0;78;49;29;78;0;76;0;76;0;0;0;0;0;0;0;2;0;67;3;1;3;1;3;0;34;12;30;1;1;0;303;183;120;303;0;0;214;42;17;10;11;9;0;109;39;143;6;2;4;9;3;6;9;0;0;3;3;1;0;1;1;0;3;1;4;0;0;1;78;0;303;0;9;0;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6;4;0;4;9;25;14;10;0;9;13;0;0;0;0;0;0;6;54;0;0;17;61;0;32;271;0;3;6;0;0;0;0;0;27;0;26;0;25;0;25;0;0;0;0;0;3;4
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;administracao;118472;administracao;"""0413a01""";4;negocios,_administracao_e_direito;41;negocios_e_administracao;413;gestao_e_administracao;bacharelado;1;1;1;1;100;0;100;0;80;0;20;0;894;0;894;0;889;0;5;0;60;32;28;0;60;56;0;56;0;0;0;0;0;1;0;3;0;50;8;0;0;2;0;0;11;4;44;1;0;0;255;136;119;0;255;0;198;42;8;3;3;1;0;68;13;164;4;3;3;13;7;6;0;13;0;9;3;1;0;0;0;0;2;1;9;1;0;0;60;0;255;0;13;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;2;0;3;3;2;0;2;0;0;0;0;0;0;0;2;67;0;0;4;56;0;12;243;0;5;8;0;0;0;0;0;26;0;23;6;2;0;2;1;0;0;0;0;4;3
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;agronomia;101452;agronomia;"""0811a04""";8;agricultura,_silvicultura,_pesca_e_veterinaria;81;agricultura;811;producao_agricola,_agropecuaria_e_zootecnia;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;533;533;0;0;532;0;1;0;48;18;30;48;0;47;0;47;0;0;0;0;0;1;0;0;0;40;4;3;0;1;0;0;5;7;31;2;3;0;269;99;170;269;0;0;197;46;18;3;4;0;1;51;28;169;8;10;3;14;6;8;14;0;0;9;3;1;0;1;0;0;6;2;6;0;0;0;48;0;269;0;14;0;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;2;0;5;4;2;0;3;1;0;0;0;0;0;0;2;69;0;0;4;44;0;13;256;0;3;11;0;0;0;0;0;60;0;55;9;26;0;26;4;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;ciencias_biologicas;101834;biologia;"""0511b01""";5;ciencias_naturais,_matematica_e_estatistica;51;ciencias_biologicas_e_correlatas;511;biologia;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;441;441;0;0;441;0;0;0;60;51;9;60;0;60;0;60;0;0;0;0;0;0;0;0;0;55;3;1;1;0;0;0;25;4;25;0;4;2;242;183;59;242;0;0;199;38;2;3;0;0;0;82;16;132;0;10;2;16;10;6;16;0;0;10;6;0;0;0;0;0;4;2;9;0;1;0;60;0;242;0;16;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;7;3;3;0;1;5;0;0;0;0;0;0;0;53;0;0;2;58;0;10;232;0;1;15;0;0;0;0;0;38;0;37;6;8;0;8;1;0;0;0;0;2;3
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;ciencias_economicas;101836;economia;"""0311e01""";3;ciencias_sociais,_comunicacao_e_informacao;31;ciencias_sociais_e_comportamentais;311;economia;bacharelado;1;1;1;1;100;0;100;0;80;0;20;0;432;0;432;0;431;0;1;0;70;44;26;0;70;70;0;70;0;0;0;0;0;0;0;0;1;56;7;3;2;1;0;0;18;6;45;0;1;0;215;125;90;0;215;1;165;32;13;2;2;0;0;61;17;126;0;9;2;9;6;3;0;9;0;3;6;0;0;0;0;0;5;0;3;0;1;0;70;0;215;0;9;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;5;0;3;3;13;6;6;0;4;7;0;0;0;0;0;0;0;76;0;0;10;60;0;17;198;0;1;8;0;0;0;0;0;22;0;19;4;3;0;2;0;0;0;0;0;2;3
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;engenharia_de_pesca;101832;engenharia_de_pesca;"""0831e01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;83;pesca;831;pesca;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;320;320;0;0;320;0;0;0;22;8;14;22;0;22;1;21;0;0;0;0;0;0;0;0;1;14;5;1;0;0;1;0;5;4;11;0;1;1;159;84;75;159;0;1;106;40;8;2;1;1;0;27;23;87;3;17;2;8;5;3;8;0;0;1;6;1;0;0;0;0;2;1;4;0;1;0;22;0;159;0;8;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;0;1;2;6;3;3;0;2;5;0;0;0;0;0;0;0;73;0;0;4;18;0;10;149;0;1;7;0;0;0;0;0;32;0;29;3;9;0;9;1;0;0;0;0;SC;5
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;letras_-_portugues_e_ingles;118478;letras_portugues_ingles_formacao_de_professor;"""0115l15""";1;educacao;11;educacao;115;formacao_de_professores_de_letras;licenciatura;1;1;1;1;100;0;100;0;80;0;20;0;558;0;558;0;555;0;3;0;62;45;17;0;62;61;0;61;0;0;0;0;0;1;0;0;1;49;6;3;1;2;0;0;24;8;25;0;5;0;302;232;70;0;302;1;206;59;21;5;8;2;0;80;37;169;4;10;2;29;21;8;0;29;0;16;10;1;1;0;1;0;8;1;20;0;0;0;62;0;302;0;29;0;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;10;9;9;0;5;1;0;0;0;0;0;0;1;54;0;0;5;57;0;16;286;0;0;29;0;0;0;0;0;30;1;30;10;10;0;10;3;0;0;0;0;3;4
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;quimica;101800;quimica_formacao_de_professor;"""0114q01""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;100;0;100;0;80;0;20;0;289;0;289;0;289;0;0;0;58;30;28;0;58;58;5;53;0;0;0;0;0;0;0;0;3;44;4;3;3;0;1;0;15;6;32;2;3;0;223;138;85;0;223;3;171;34;9;4;1;1;0;67;22;121;8;4;1;13;8;5;0;13;0;9;4;0;0;0;0;0;6;2;5;0;0;0;58;0;223;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;10;4;3;0;2;7;0;0;0;0;0;0;4;77;0;0;5;53;0;14;209;0;0;13;0;0;0;0;0;32;0;27;6;11;0;11;2;0;0;0;0;2;3
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;sistema_de_informacao;101830;sistemas_de_informacao;"""0615s02""";6;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);61;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);615;gestao_e_desenvolvimento_de_sistemas_de_informacao;bacharelado;1;1;1;1;100;0;100;0;80;0;20;0;380;0;380;0;377;0;3;0;64;13;51;0;64;63;0;63;0;0;0;0;0;1;0;0;1;53;9;0;1;0;0;0;19;3;36;1;3;2;268;45;223;0;268;1;194;53;16;2;1;1;0;86;17;153;4;3;5;4;0;4;0;4;0;3;1;0;0;0;0;0;1;0;3;0;0;0;64;0;268;0;4;0;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;2;5;5;4;0;2;4;0;0;0;0;0;0;0;61;0;0;9;55;0;12;255;1;0;4;0;0;0;0;0;14;0;13;1;3;0;2;0;0;0;0;0;4;3
2021;nordeste;2.0;pernambuco;pe;26.0;serra_talhada;2613909.0;0.0;1;1;1;1;587;zootecnia;118474;zootecnia;"""0811z01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;81;agricultura;811;producao_agricola,_agropecuaria_e_zootecnia;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;468;468;0;0;467;0;1;0;42;18;24;42;0;42;0;42;0;0;0;0;0;0;0;0;1;37;2;1;1;0;0;0;8;5;29;0;0;0;215;119;96;215;0;1;156;42;12;1;3;0;0;39;23;143;2;8;0;16;13;3;16;0;0;7;8;1;0;0;0;0;0;1;14;1;0;0;42;0;215;0;16;0;6;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;6;5;4;0;3;1;0;0;0;0;0;0;6;76;0;0;1;41;0;6;209;0;0;16;0;0;0;0;0;48;0;43;9;13;0;13;2;0;0;0;0;2;3
