tp_grau_academico,co_curso,enade_faixa,cpc_faixa
tecnologico,1313182,4,4
tecnologico,1313184,3,4
tecnologico,1313188,3,3
tecnologico,1404236,3,3
tecnologico,1445834,5,5
tecnologico,1454054,3,3
tecnologico,1153960,3,3
tecnologico,1153961,3,3
tecnologico,1313944,3,3
tecnologico,1342766,4,3
tecnologico,1150467,4,3
tecnologico,1160224,4,3
tecnologico,1268536,3,3
tecnologico,1150438,4,3
tecnologico,1149897,3,3
tecnologico,1152201,3,3
tecnologico,1151449,3,3
tecnologico,1150302,3,3
tecnologico,1215132,3,3
tecnologico,1149689,4,3
tecnologico,1150259,4,3
tecnologico,1457365,4,4
tecnologico,1183690,4,3
tecnologico,1321335,3,3
tecnologico,1382749,4,3
tecnologico,1386426,4,3
tecnologico,1458085,4,3
tecnologico,2388,4,3
tecnologico,1286381,3,3
tecnologico,105390,2,4
tecnologico,1150286,4,4
tecnologico,1103821,3,3
tecnologico,102626,5,4
tecnologico,1161236,4,4
tecnologico,1204641,4,4
tecnologico,1259168,3,3
tecnologico,1106607,2,2
tecnologico,1149718,2,2
tecnologico,1203116,4,4
tecnologico,1150397,4,3
tecnologico,1278856,4,4
tecnologico,1156898,2,2
tecnologico,1284534,3,3
tecnologico,1321347,4,3
tecnologico,1371335,3,3
tecnologico,5001434,5,3
tecnologico,99631,2,2
tecnologico,99765,2,3
tecnologico,99894,2,2
tecnologico,121614,4,4
tecnologico,1127191,4,4
tecnologico,100246,5,4
tecnologico,1342459,4,4
tecnologico,58391,5,4
tecnologico,1150486,2,3
tecnologico,1191424,4,3
tecnologico,5000141,3,3
tecnologico,90361,3,3
tecnologico,1188620,2,2
tecnologico,1110052,3,3
tecnologico,1404021,3,3
tecnologico,1102924,3,3
tecnologico,1126033,4,3
tecnologico,1342973,3,3
tecnologico,1377572,5,4
tecnologico,1419849,2,3
tecnologico,1168520,3,3
tecnologico,1149804,3,3
tecnologico,1177589,3,3
